Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,National,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
15_052_0128_1_3,Therapy Assistant - Level 1 - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,56.16,78.62,84.24,N,N,N,N,N,Priced Supports
15_052_0128_1_3_CA,Therapy Assistant - Level 1 - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,56.16,78.62,84.24,N,N,N,N,N,Priced Supports
15_052_0128_1_3_NF,Therapy Assistant - Level 1 - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,56.16,78.62,84.24,N,N,N,N,N,Priced Supports
15_052_0128_1_3_PT,Therapy Assistant - Level 1 - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,28.08,39.31,42.12,N,N,N,N,N,Priced Supports
15_052_0128_1_3_RR,Therapy Assistant - Level 1 - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,56.16,78.62,84.24,N,N,N,N,N,Priced Supports
15_052_0128_1_3_TH,Therapy Assistant - Level 1 - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,56.16,78.62,84.24,N,N,N,N,N,Priced Supports
15_053_0128_1_3,Therapy Assistant - Level 2 - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,86.79,121.51,130.19,N,N,N,N,N,Priced Supports
15_053_0128_1_3_CA,Therapy Assistant - Level 2 - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,86.79,121.51,130.19,N,N,N,N,N,Priced Supports
15_053_0128_1_3_NF,Therapy Assistant - Level 2 - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,86.79,121.51,130.19,N,N,N,N,N,Priced Supports
15_053_0128_1_3_PT,Therapy Assistant - Level 2 - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,43.4,60.76,65.1,N,N,N,N,N,Priced Supports
15_053_0128_1_3_RR,Therapy Assistant - Level 2 - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,86.79,121.51,130.19,N,N,N,N,N,Priced Supports
15_053_0128_1_3_TH,Therapy Assistant - Level 2 - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,86.79,121.51,130.19,N,N,N,N,N,Priced Supports
15_054_0128_1_3,Therapy - Psychologist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
15_054_0128_1_3_CA,Therapy - Psychologist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
15_054_0128_1_3_NF,Therapy - Psychologist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
15_054_0128_1_3_PT,Therapy - Psychologist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,126.5,177.1,189.75,N,N,N,N,N,Priced Supports
15_054_0128_1_3_RR,Therapy - Psychologist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
15_054_0128_1_3_TH,Therapy - Psychologist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
15_055_0128_1_3,Therapy - Physiotherapist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
15_055_0128_1_3_CA,Therapy - Physiotherapist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
15_055_0128_1_3_NF,Therapy - Physiotherapist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
15_055_0128_1_3_PT,Therapy - Physiotherapist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,92.0,128.8,138.0,N,N,N,N,N,Priced Supports
15_055_0128_1_3_RR,Therapy - Physiotherapist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
15_055_0128_1_3_TH,Therapy - Physiotherapist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
15_056_0128_1_3,Therapy - Other Professional - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_056_0128_1_3_CA,Therapy - Other Professional - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_056_0128_1_3_NF,Therapy - Other Professional - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_056_0128_1_3_PT,Therapy - Other Professional - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
15_056_0128_1_3_RR,Therapy - Other Professional - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_056_0128_1_3_TH,Therapy - Other Professional - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_062_0118_1_3,ECI Professional - Dietitian - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0118_1_3_CA,ECI Professional - Dietitian - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0118_1_3_NF,ECI Professional - Dietitian - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0118_1_3_PT,ECI Professional - Dietitian - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,89.5,125.3,134.25,N,N,N,N,N,Priced Supports
15_062_0118_1_3_RR,ECI Professional - Dietitian - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0118_1_3_TH,ECI Professional - Dietitian - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0128_3_3,Therapy - Dietitian - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0128_3_3_CA,Therapy - Dietitian - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0128_3_3_NF,Therapy - Dietitian - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0128_3_3_PT,Therapy - Dietitian - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,89.5,125.3,134.25,N,N,N,N,N,Priced Supports
15_062_0128_3_3_RR,Therapy - Dietitian - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_062_0128_3_3_TH,Therapy - Dietitian - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
15_200_0126_1_3,Therapy - Exercise Physiologist - Direct Service,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0126_1_3_CA,Therapy - Exercise Physiologist - Cancellation,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0126_1_3_NF,Therapy - Exercise Physiologist - Non-Face-to-Face,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0126_1_3_PT,Therapy - Exercise Physiologist - Provider Travel,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,81.0,113.4,121.5,N,N,N,N,N,Priced Supports
15_200_0126_1_3_RR,Therapy - Exercise Physiologist - NDIA Requested Reports,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0126_1_3_TH,Therapy - Exercise Physiologist - Telehealth,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0128_1_3,Therapy - Exercise Physiologist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0128_1_3_CA,Therapy - Exercise Physiologist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0128_1_3_NF,Therapy - Exercise Physiologist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0128_1_3_PT,Therapy - Exercise Physiologist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,81.0,113.4,121.5,N,N,N,N,N,Priced Supports
15_200_0128_1_3_RR,Therapy - Exercise Physiologist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_200_0128_1_3_TH,Therapy - Exercise Physiologist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_300_0103_1_3,Assistive Technology Mentoring,0103,Assistive Products For Personal Care And Safety,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,110.44,154.62,165.66,Y,Y,Y,N,N,Priced Supports
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,103.44,144.82,155.16,Y,Y,Y,Y,N,Priced Supports
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,114.1,159.74,171.15,Y,Y,Y,Y,N,Priced Supports
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,147.55,206.57,221.33,Y,Y,Y,Y,N,Priced Supports
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,169.62,237.47,254.43,Y,Y,Y,Y,N,Priced Supports
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,191.67,268.34,287.51,Y,Y,Y,Y,N,Priced Supports
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,116.22,162.71,174.33,Y,Y,Y,Y,N,Priced Supports
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,128.05,179.27,192.08,Y,Y,Y,Y,N,Priced Supports
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,141.27,197.78,211.91,Y,Y,Y,Y,N,Priced Supports
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,182.75,255.85,274.13,Y,Y,Y,Y,N,Priced Supports
15_409_0114_1_3,Delivery of Health Supports by a Registered Nurse - Sunday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,210.09,294.13,315.14,Y,Y,Y,Y,N,Priced Supports
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,237.43,332.4,356.15,Y,Y,Y,Y,N,Priced Supports
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,143.9,201.46,215.85,Y,Y,Y,Y,N,Priced Supports
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,148.13,207.38,222.2,Y,Y,Y,Y,N,Priced Supports
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,163.39,228.75,245.09,Y,Y,Y,Y,N,Priced Supports
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,211.39,295.95,317.09,Y,Y,Y,Y,N,Priced Supports
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,243.02,340.23,364.53,Y,Y,Y,Y,N,Priced Supports
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,274.64,384.5,411.96,Y,Y,Y,Y,N,Priced Supports
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,166.45,233.03,249.68,Y,Y,Y,Y,N,Priced Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,175.18,245.25,262.77,Y,Y,Y,Y,N,Priced Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.27,270.58,289.91,Y,Y,Y,Y,N,Priced Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,250.12,350.17,375.18,Y,Y,Y,Y,N,Priced Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,287.58,402.61,431.37,Y,Y,Y,Y,N,Priced Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,325.03,455.04,487.55,Y,Y,Y,Y,N,Priced Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,196.89,275.65,295.34,Y,Y,Y,Y,N,Priced Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,183.15,256.41,274.73,Y,Y,Y,Y,N,Priced Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,202.04,282.86,303.06,Y,Y,Y,Y,N,Priced Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,261.5,366.1,392.25,Y,Y,Y,Y,N,Priced Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,300.67,420.94,451.01,Y,Y,Y,Y,N,Priced Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,339.84,475.78,509.76,Y,Y,Y,Y,N,Priced Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,205.83,288.16,308.75,Y,Y,Y,Y,N,Priced Supports
15_501_0119_1_3,Audiologist - Direct Service,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_501_0119_1_3_CA,Audiologist - Cancellation,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_501_0119_1_3_NF,Audiologist - Non-Face-to-Face,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_501_0119_1_3_PT,Audiologist - Provider Travel,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_501_0119_1_3_RR,Audiologist - NDIA Requested Reports,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_501_0119_1_3_TH,Audiologist - Telehealth,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_502_0134_1_3,Audiologist - Direct Service,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_502_0134_1_3_CA,Audiologist - Cancellation,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_502_0134_1_3_NF,Audiologist - Non-Face-to-Face,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_502_0134_1_3_PT,Audiologist - Provider Travel,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_502_0134_1_3_RR,Audiologist - NDIA Requested Reports,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_502_0134_1_3_TH,Audiologist - Telehealth,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_503_0134_1_3,Audiometrist - Direct Service,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,166.83,233.56,250.25,N,N,N,N,N,Priced Supports
15_503_0134_1_3_CA,Audiometrist - Cancellation,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,166.83,233.56,250.25,N,N,N,N,N,Priced Supports
15_503_0134_1_3_NF,Audiometrist - Non-Face-to-Face,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,166.83,233.56,250.25,N,N,N,N,N,Priced Supports
15_503_0134_1_3_PT,Audiometrist - Provider Travel,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,83.42,116.79,125.13,N,N,N,N,N,Priced Supports
15_503_0134_1_3_RR,Audiometrist - NDIA Requested Reports,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,166.83,233.56,250.25,N,N,N,N,N,Priced Supports
15_503_0134_1_3_TH,Audiometrist - Telehealth,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,166.83,233.56,250.25,N,N,N,N,N,Priced Supports
15_606_0118_1_3,ECI Professional - Counsellor - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_606_0118_1_3_CA,ECI Professional - Counsellor - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_606_0118_1_3_NF,ECI Professional - Counsellor - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_606_0118_1_3_PT,ECI Professional - Counsellor - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
15_606_0118_1_3_RR,ECI Professional - Counsellor - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_606_0118_1_3_TH,ECI Professional - Counsellor - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_609_0118_1_3,ECI Professional - Exercise Physiologist - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_609_0118_1_3_CA,ECI Professional - Exercise Physiologist - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_609_0118_1_3_NF,ECI Professional - Exercise Physiologist - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_609_0118_1_3_PT,ECI Professional - Exercise Physiologist - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,81.0,113.4,121.5,N,N,N,N,N,Priced Supports
15_609_0118_1_3_RR,ECI Professional - Exercise Physiologist - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_609_0118_1_3_TH,ECI Professional - Exercise Physiologist - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
15_610_0118_1_3,ECI Professional - Art Therapist - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
